"a";"b";"c";"d";"e";"f";"g";"h";"i";"j"
0,45;0,464;0,4777777778;0,4622555556;0,4499111111;0,4566666667;0,4622222222;0,4711111111;0,4511111111;0,4488555556
0,464;0,4777777778;0,4622555556;0,4499111111;0,4566666667;0,4622222222;0,4711111111;0,4511111111;0,4488555556;0,46
0,4777777778;0,4622555556;0,4499111111;0,4566666667;0,4622222222;0,4711111111;0,4511111111;0,4488555556;0,46;0,4511111111
0,4622555556;0,4499111111;0,4566666667;0,4622222222;0,4711111111;0,4511111111;0,4488555556;0,46;0,4511111111;0,4488888889
0,4499111111;0,4566666667;0,4622222222;0,4711111111;0,4511111111;0,4488555556;0,46;0,4511111111;0,4488888889;0,4522222222
0,4566666667;0,4622222222;0,4711111111;0,4511111111;0,4488555556;0,46;0,4511111111;0,4488888889;0,4522222222;0,4644444444
0,4622222222;0,4711111111;0,4511111111;0,4488555556;0,46;0,4511111111;0,4488888889;0,4522222222;0,4644444444;0,4733333333
0,4711111111;0,4511111111;0,4488555556;0,46;0,4511111111;0,4488888889;0,4522222222;0,4644444444;0,4733333333;0,4922222222
0,4511111111;0,4488555556;0,46;0,4511111111;0,4488888889;0,4522222222;0,4644444444;0,4733333333;0,4922222222;0,49
0,4488555556;0,46;0,4511111111;0,4488888889;0,4522222222;0,4644444444;0,4733333333;0,4922222222;0,49;0,48
0,46;0,4511111111;0,4488888889;0,4522222222;0,4644444444;0,4733333333;0,4922222222;0,49;0,48;0,4905555556
0,4511111111;0,4488888889;0,4522222222;0,4644444444;0,4733333333;0,4922222222;0,49;0,48;0,4905555556;0,4936666667
0,4488888889;0,4522222222;0,4644444444;0,4733333333;0,4922222222;0,49;0,48;0,4905555556;0,4936666667;0,48
0,4522222222;0,4644444444;0,4733333333;0,4922222222;0,49;0,48;0,4905555556;0,4936666667;0,48;0,4688888889
0,4644444444;0,4733333333;0,4922222222;0,49;0,48;0,4905555556;0,4936666667;0,48;0,4688888889;0,4688888889
0,4733333333;0,4922222222;0,49;0,48;0,4905555556;0,4936666667;0,48;0,4688888889;0,4688888889;0,4533333333
0,4922222222;0,49;0,48;0,4905555556;0,4936666667;0,48;0,4688888889;0,4688888889;0,4533333333;0,4544444444
0,49;0,48;0,4905555556;0,4936666667;0,48;0,4688888889;0,4688888889;0,4533333333;0,4544444444;0,45
0,48;0,4905555556;0,4936666667;0,48;0,4688888889;0,4688888889;0,4533333333;0,4544444444;0,45;0,4466666667
0,4905555556;0,4936666667;0,48;0,4688888889;0,4688888889;0,4533333333;0,4544444444;0,45;0,4466666667;0,4544444444
0,4936666667;0,48;0,4688888889;0,4688888889;0,4533333333;0,4544444444;0,45;0,4466666667;0,4544444444;0,4322222222
0,48;0,4688888889;0,4688888889;0,4533333333;0,4544444444;0,45;0,4466666667;0,4544444444;0,4322222222;0,4277777778
0,4688888889;0,4688888889;0,4533333333;0,4544444444;0,45;0,4466666667;0,4544444444;0,4322222222;0,4277777778;0,4222222222
0,4688888889;0,4533333333;0,4544444444;0,45;0,4466666667;0,4544444444;0,4322222222;0,4277777778;0,4222222222;0,4266666667
0,4533333333;0,4544444444;0,45;0,4466666667;0,4544444444;0,4322222222;0,4277777778;0,4222222222;0,4266666667;0,4233333333
0,4544444444;0,45;0,4466666667;0,4544444444;0,4322222222;0,4277777778;0,4222222222;0,4266666667;0,4233333333;0,4257777778
0,45;0,4466666667;0,4544444444;0,4322222222;0,4277777778;0,4222222222;0,4266666667;0,4233333333;0,4257777778;0,4133333333
0,4466666667;0,4544444444;0,4322222222;0,4277777778;0,4222222222;0,4266666667;0,4233333333;0,4257777778;0,4133333333;0,4244444444
0,4544444444;0,4322222222;0,4277777778;0,4222222222;0,4266666667;0,4233333333;0,4257777778;0,4133333333;0,4244444444;0,4277777778
0,4322222222;0,4277777778;0,4222222222;0,4266666667;0,4233333333;0,4257777778;0,4133333333;0,4244444444;0,4277777778;0,4333333333
0,4277777778;0,4222222222;0,4266666667;0,4233333333;0,4257777778;0,4133333333;0,4244444444;0,4277777778;0,4333333333;0,4255444444
0,4222222222;0,4266666667;0,4233333333;0,4257777778;0,4133333333;0,4244444444;0,4277777778;0,4333333333;0,4255444444;0,4222222222
0,4266666667;0,4233333333;0,4257777778;0,4133333333;0,4244444444;0,4277777778;0,4333333333;0,4255444444;0,4222222222;0,4088888889
0,4233333333;0,4257777778;0,4133333333;0,4244444444;0,4277777778;0,4333333333;0,4255444444;0,4222222222;0,4088888889;0,4186666667
0,4257777778;0,4133333333;0,4244444444;0,4277777778;0,4333333333;0,4255444444;0,4222222222;0,4088888889;0,4186666667;0,4133666667
0,4133333333;0,4244444444;0,4277777778;0,4333333333;0,4255444444;0,4222222222;0,4088888889;0,4186666667;0,4133666667;0,4272222222
0,4244444444;0,4277777778;0,4333333333;0,4255444444;0,4222222222;0,4088888889;0,4186666667;0,4133666667;0,4272222222;0,4477777778
0,4277777778;0,4333333333;0,4255444444;0,4222222222;0,4088888889;0,4186666667;0,4133666667;0,4272222222;0,4477777778;0,4533333333
0,4333333333;0,4255444444;0,4222222222;0,4088888889;0,4186666667;0,4133666667;0,4272222222;0,4477777778;0,4533333333;0,4496
0,4255444444;0,4222222222;0,4088888889;0,4186666667;0,4133666667;0,4272222222;0,4477777778;0,4533333333;0,4496;0,46
0,4222222222;0,4088888889;0,4186666667;0,4133666667;0,4272222222;0,4477777778;0,4533333333;0,4496;0,46;0,4455555556
0,4088888889;0,4186666667;0,4133666667;0,4272222222;0,4477777778;0,4533333333;0,4496;0,46;0,4455555556;0,4644444444
0,4186666667;0,4133666667;0,4272222222;0,4477777778;0,4533333333;0,4496;0,46;0,4455555556;0,4644444444;0,4633333333
0,4133666667;0,4272222222;0,4477777778;0,4533333333;0,4496;0,46;0,4455555556;0,4644444444;0,4633333333;0,4622222222
0,4272222222;0,4477777778;0,4533333333;0,4496;0,46;0,4455555556;0,4644444444;0,4633333333;0,4622222222;0,4611111111
0,4477777778;0,4533333333;0,4496;0,46;0,4455555556;0,4644444444;0,4633333333;0,4622222222;0,4611111111;0,4515555556
0,4533333333;0,4496;0,46;0,4455555556;0,4644444444;0,4633333333;0,4622222222;0,4611111111;0,4515555556;0,4433333333
0,4496;0,46;0,4455555556;0,4644444444;0,4633333333;0,4622222222;0,4611111111;0,4515555556;0,4433333333;0,4333333333
0,46;0,4455555556;0,4644444444;0,4633333333;0,4622222222;0,4611111111;0,4515555556;0,4433333333;0,4333333333;0,4261111111
0,4455555556;0,4644444444;0,4633333333;0,4622222222;0,4611111111;0,4515555556;0,4433333333;0,4333333333;0,4261111111;0,4333333333
0,4644444444;0,4633333333;0,4622222222;0,4611111111;0,4515555556;0,4433333333;0,4333333333;0,4261111111;0,4333333333;0,4388888889
0,4633333333;0,4622222222;0,4611111111;0,4515555556;0,4433333333;0,4333333333;0,4261111111;0,4333333333;0,4388888889;0,4333222222
0,4622222222;0,4611111111;0,4515555556;0,4433333333;0,4333333333;0,4261111111;0,4333333333;0,4388888889;0,4333222222;0,4477777778
0,4611111111;0,4515555556;0,4433333333;0,4333333333;0,4261111111;0,4333333333;0,4388888889;0,4333222222;0,4477777778;0,4466666667
0,4515555556;0,4433333333;0,4333333333;0,4261111111;0,4333333333;0,4388888889;0,4333222222;0,4477777778;0,4466666667;0,4444444444
0,4433333333;0,4333333333;0,4261111111;0,4333333333;0,4388888889;0,4333222222;0,4477777778;0,4466666667;0,4444444444;0,4355555556
0,4333333333;0,4261111111;0,4333333333;0,4388888889;0,4333222222;0,4477777778;0,4466666667;0,4444444444;0,4355555556;0,4422222222
0,4261111111;0,4333333333;0,4388888889;0,4333222222;0,4477777778;0,4466666667;0,4444444444;0,4355555556;0,4422222222;0,4355555556
0,4333333333;0,4388888889;0,4333222222;0,4477777778;0,4466666667;0,4444444444;0,4355555556;0,4422222222;0,4355555556;0,4288888889
0,4388888889;0,4333222222;0,4477777778;0,4466666667;0,4444444444;0,4355555556;0,4422222222;0,4355555556;0,4288888889;0,4288888889
0,4333222222;0,4477777778;0,4466666667;0,4444444444;0,4355555556;0,4422222222;0,4355555556;0,4288888889;0,4288888889;0,42
0,4477777778;0,4466666667;0,4444444444;0,4355555556;0,4422222222;0,4355555556;0,4288888889;0,4288888889;0,42;0,4155555556
0,4466666667;0,4444444444;0,4355555556;0,4422222222;0,4355555556;0,4288888889;0,4288888889;0,42;0,4155555556;0,41
0,4444444444;0,4355555556;0,4422222222;0,4355555556;0,4288888889;0,4288888889;0,42;0,4155555556;0,41;0,4022222222
0,4355555556;0,4422222222;0,4355555556;0,4288888889;0,4288888889;0,42;0,4155555556;0,41;0,4022222222;0,3977777778
0,4422222222;0,4355555556;0,4288888889;0,4288888889;0,42;0,4155555556;0,41;0,4022222222;0,3977777778;0,3977777778
0,4355555556;0,4288888889;0,4288888889;0,42;0,4155555556;0,41;0,4022222222;0,3977777778;0,3977777778;0,3888888889
0,4288888889;0,4288888889;0,42;0,4155555556;0,41;0,4022222222;0,3977777778;0,3977777778;0,3888888889;0,3922222222
0,4288888889;0,42;0,4155555556;0,41;0,4022222222;0,3977777778;0,3977777778;0,3888888889;0,3922222222;0,4044444444
0,42;0,4155555556;0,41;0,4022222222;0,3977777778;0,3977777778;0,3888888889;0,3922222222;0,4044444444;0,4033333333
0,4155555556;0,41;0,4022222222;0,3977777778;0,3977777778;0,3888888889;0,3922222222;0,4044444444;0,4033333333;0,3566666667
0,41;0,4022222222;0,3977777778;0,3977777778;0,3888888889;0,3922222222;0,4044444444;0,4033333333;0,3566666667;0,4144444444
0,4022222222;0,3977777778;0,3977777778;0,3888888889;0,3922222222;0,4044444444;0,4033333333;0,3566666667;0,4144444444;0,3733333333
0,3977777778;0,3977777778;0,3888888889;0,3922222222;0,4044444444;0,4033333333;0,3566666667;0,4144444444;0,3733333333;0,4555555556
0,3977777778;0,3888888889;0,3922222222;0,4044444444;0,4033333333;0,3566666667;0,4144444444;0,3733333333;0,4555555556;0,5
0,3888888889;0,3922222222;0,4044444444;0,4033333333;0,3566666667;0,4144444444;0,3733333333;0,4555555556;0,5;0,4855666667
0,3922222222;0,4044444444;0,4033333333;0,3566666667;0,4144444444;0,3733333333;0,4555555556;0,5;0,4855666667;0,4577777778
0,4044444444;0,4033333333;0,3566666667;0,4144444444;0,3733333333;0,4555555556;0,5;0,4855666667;0,4577777778;0,4533444444
0,4033333333;0,3566666667;0,4144444444;0,3733333333;0,4555555556;0,5;0,4855666667;0,4577777778;0,4533444444;0,4777777778
0,3566666667;0,4144444444;0,3733333333;0,4555555556;0,5;0,4855666667;0,4577777778;0,4533444444;0,4777777778;0,4677777778
0,4144444444;0,3733333333;0,4555555556;0,5;0,4855666667;0,4577777778;0,4533444444;0,4777777778;0,4677777778;0,4633333333
0,3733333333;0,4555555556;0,5;0,4855666667;0,4577777778;0,4533444444;0,4777777778;0,4677777778;0,4633333333;0,4533333333
0,4555555556;0,5;0,4855666667;0,4577777778;0,4533444444;0,4777777778;0,4677777778;0,4633333333;0,4533333333;0,4533444444
0,5;0,4855666667;0,4577777778;0,4533444444;0,4777777778;0,4677777778;0,4633333333;0,4533333333;0,4533444444;0,4680777778
0,4855666667;0,4577777778;0,4533444444;0,4777777778;0,4677777778;0,4633333333;0,4533333333;0,4533444444;0,4680777778;0,4488888889
0,4577777778;0,4533444444;0,4777777778;0,4677777778;0,4633333333;0,4533333333;0,4533444444;0,4680777778;0,4488888889;0,4338888889
0,4533444444;0,4777777778;0,4677777778;0,4633333333;0,4533333333;0,4533444444;0,4680777778;0,4488888889;0,4338888889;0,4225333333
0,4777777778;0,4677777778;0,4633333333;0,4533333333;0,4533444444;0,4680777778;0,4488888889;0,4338888889;0,4225333333;0,4332222222
0,4677777778;0,4633333333;0,4533333333;0,4533444444;0,4680777778;0,4488888889;0,4338888889;0,4225333333;0,4332222222;0,4455555556
0,4633333333;0,4533333333;0,4533444444;0,4680777778;0,4488888889;0,4338888889;0,4225333333;0,4332222222;0,4455555556;0,46
0,4533333333;0,4533444444;0,4680777778;0,4488888889;0,4338888889;0,4225333333;0,4332222222;0,4455555556;0,46;0,4677777778
0,4533444444;0,4680777778;0,4488888889;0,4338888889;0,4225333333;0,4332222222;0,4455555556;0,46;0,4677777778;0,4583333333
0,4680777778;0,4488888889;0,4338888889;0,4225333333;0,4332222222;0,4455555556;0,46;0,4677777778;0,4583333333;0,4544444444
0,4488888889;0,4338888889;0,4225333333;0,4332222222;0,4455555556;0,46;0,4677777778;0,4583333333;0,4544444444;0,4538888889
0,4338888889;0,4225333333;0,4332222222;0,4455555556;0,46;0,4677777778;0,4583333333;0,4544444444;0,4538888889;0,4566666667
0,4225333333;0,4332222222;0,4455555556;0,46;0,4677777778;0,4583333333;0,4544444444;0,4538888889;0,4566666667;0,4605555556
0,4332222222;0,4455555556;0,46;0,4677777778;0,4583333333;0,4544444444;0,4538888889;0,4566666667;0,4605555556;0,4611111111
0,4455555556;0,46;0,4677777778;0,4583333333;0,4544444444;0,4538888889;0,4566666667;0,4605555556;0,4611111111;0,46
0,46;0,4677777778;0,4583333333;0,4544444444;0,4538888889;0,4566666667;0,4605555556;0,4611111111;0,46;0,4388888889
0,4677777778;0,4583333333;0,4544444444;0,4538888889;0,4566666667;0,4605555556;0,4611111111;0,46;0,4388888889;0,4311111111
0,4583333333;0,4544444444;0,4538888889;0,4566666667;0,4605555556;0,4611111111;0,46;0,4388888889;0,4311111111;0,4705444444
0,4544444444;0,4538888889;0,4566666667;0,4605555556;0,4611111111;0,46;0,4388888889;0,4311111111;0,4705444444;0,4377777778
0,4538888889;0,4566666667;0,4605555556;0,4611111111;0,46;0,4388888889;0,4311111111;0,4705444444;0,4377777778;0,4422222222
0,4566666667;0,4605555556;0,4611111111;0,46;0,4388888889;0,4311111111;0,4705444444;0,4377777778;0,4422222222;0,3977777778
0,4605555556;0,4611111111;0,46;0,4388888889;0,4311111111;0,4705444444;0,4377777778;0,4422222222;0,3977777778;0,4215555556
0,4611111111;0,46;0,4388888889;0,4311111111;0,4705444444;0,4377777778;0,4422222222;0,3977777778;0,4215555556;0,4122222222
0,46;0,4388888889;0,4311111111;0,4705444444;0,4377777778;0,4422222222;0,3977777778;0,4215555556;0,4122222222;0,4122222222
0,4388888889;0,4311111111;0,4705444444;0,4377777778;0,4422222222;0,3977777778;0,4215555556;0,4122222222;0,4122222222;0,39
0,4311111111;0,4705444444;0,4377777778;0,4422222222;0,3977777778;0,4215555556;0,4122222222;0,4122222222;0,39;0,4188888889
0,4705444444;0,4377777778;0,4422222222;0,3977777778;0,4215555556;0,4122222222;0,4122222222;0,39;0,4188888889;0,3866666667
0,4377777778;0,4422222222;0,3977777778;0,4215555556;0,4122222222;0,4122222222;0,39;0,4188888889;0,3866666667;0,39
0,4422222222;0,3977777778;0,4215555556;0,4122222222;0,4122222222;0,39;0,4188888889;0,3866666667;0,39;0,3811111111
0,3977777778;0,4215555556;0,4122222222;0,4122222222;0,39;0,4188888889;0,3866666667;0,39;0,3811111111;0,39
0,4215555556;0,4122222222;0,4122222222;0,39;0,4188888889;0,3866666667;0,39;0,3811111111;0,39;0,3922222222
0,4122222222;0,4122222222;0,39;0,4188888889;0,3866666667;0,39;0,3811111111;0,39;0,3922222222;0,3766666667
0,4122222222;0,39;0,4188888889;0,3866666667;0,39;0,3811111111;0,39;0,3922222222;0,3766666667;0,3933333333
0,39;0,4188888889;0,3866666667;0,39;0,3811111111;0,39;0,3922222222;0,3766666667;0,3933333333;0,4222111111
0,4188888889;0,3866666667;0,39;0,3811111111;0,39;0,3922222222;0,3766666667;0,3933333333;0,4222111111;0,4022222222
0,3866666667;0,39;0,3811111111;0,39;0,3922222222;0,3766666667;0,3933333333;0,4222111111;0,4022222222;0,4122222222
0,39;0,3811111111;0,39;0,3922222222;0,3766666667;0,3933333333;0,4222111111;0,4022222222;0,4122222222;0,43
0,3811111111;0,39;0,3922222222;0,3766666667;0,3933333333;0,4222111111;0,4022222222;0,4122222222;0,43;0,4388888889
0,39;0,3922222222;0,3766666667;0,3933333333;0,4222111111;0,4022222222;0,4122222222;0,43;0,4388888889;0,4295555556
0,3922222222;0,3766666667;0,3933333333;0,4222111111;0,4022222222;0,4122222222;0,43;0,4388888889;0,4295555556;0,4311666667
0,3766666667;0,3933333333;0,4222111111;0,4022222222;0,4122222222;0,43;0,4388888889;0,4295555556;0,4311666667;0,4444444444
0,3933333333;0,4222111111;0,4022222222;0,4122222222;0,43;0,4388888889;0,4295555556;0,4311666667;0,4444444444;0,4506444444
0,4222111111;0,4022222222;0,4122222222;0,43;0,4388888889;0,4295555556;0,4311666667;0,4444444444;0,4506444444;0,4823333333
0,4022222222;0,4122222222;0,43;0,4388888889;0,4295555556;0,4311666667;0,4444444444;0,4506444444;0,4823333333;0,4711111111
0,4122222222;0,43;0,4388888889;0,4295555556;0,4311666667;0,4444444444;0,4506444444;0,4823333333;0,4711111111;0,4766666667
0,43;0,4388888889;0,4295555556;0,4311666667;0,4444444444;0,4506444444;0,4823333333;0,4711111111;0,4766666667;0,4922222222
0,4388888889;0,4295555556;0,4311666667;0,4444444444;0,4506444444;0,4823333333;0,4711111111;0,4766666667;0,4922222222;0,4822222222
0,4295555556;0,4311666667;0,4444444444;0,4506444444;0,4823333333;0,4711111111;0,4766666667;0,4922222222;0,4822222222;0,4988888889
0,4311666667;0,4444444444;0,4506444444;0,4823333333;0,4711111111;0,4766666667;0,4922222222;0,4822222222;0,4988888889;0,5088888889
0,4444444444;0,4506444444;0,4823333333;0,4711111111;0,4766666667;0,4922222222;0,4822222222;0,4988888889;0,5088888889;0,5222222222
0,4506444444;0,4823333333;0,4711111111;0,4766666667;0,4922222222;0,4822222222;0,4988888889;0,5088888889;0,5222222222;0,5177777778
0,4823333333;0,4711111111;0,4766666667;0,4922222222;0,4822222222;0,4988888889;0,5088888889;0,5222222222;0,5177777778;0,5158666667
0,4711111111;0,4766666667;0,4922222222;0,4822222222;0,4988888889;0,5088888889;0,5222222222;0,5177777778;0,5158666667;0,5172222222
0,4766666667;0,4922222222;0,4822222222;0,4988888889;0,5088888889;0,5222222222;0,5177777778;0,5158666667;0,5172222222;0,5222222222
0,4922222222;0,4822222222;0,4988888889;0,5088888889;0,5222222222;0,5177777778;0,5158666667;0,5172222222;0,5222222222;0,5244444444
0,4822222222;0,4988888889;0,5088888889;0,5222222222;0,5177777778;0,5158666667;0,5172222222;0,5222222222;0,5244444444;0,5222222222
0,4988888889;0,5088888889;0,5222222222;0,5177777778;0,5158666667;0,5172222222;0,5222222222;0,5244444444;0,5222222222;0,53
0,5088888889;0,5222222222;0,5177777778;0,5158666667;0,5172222222;0,5222222222;0,5244444444;0,5222222222;0,53;0,5344444444
0,5222222222;0,5177777778;0,5158666667;0,5172222222;0,5222222222;0,5244444444;0,5222222222;0,53;0,5344444444;0,5384444444
0,5177777778;0,5158666667;0,5172222222;0,5222222222;0,5244444444;0,5222222222;0,53;0,5344444444;0,5384444444;0,5311111111
0,5158666667;0,5172222222;0,5222222222;0,5244444444;0,5222222222;0,53;0,5344444444;0,5384444444;0,5311111111;0,5277777778
0,5172222222;0,5222222222;0,5244444444;0,5222222222;0,53;0,5344444444;0,5384444444;0,5311111111;0,5277777778;0,5333333333
0,5222222222;0,5244444444;0,5222222222;0,53;0,5344444444;0,5384444444;0,5311111111;0,5277777778;0,5333333333;0,5272222222
0,5244444444;0,5222222222;0,53;0,5344444444;0,5384444444;0,5311111111;0,5277777778;0,5333333333;0,5272222222;0,5355555556
0,5222222222;0,53;0,5344444444;0,5384444444;0,5311111111;0,5277777778;0,5333333333;0,5272222222;0,5355555556;0,5277777778
0,53;0,5344444444;0,5384444444;0,5311111111;0,5277777778;0,5333333333;0,5272222222;0,5355555556;0,5277777778;0,52
0,5344444444;0,5384444444;0,5311111111;0,5277777778;0,5333333333;0,5272222222;0,5355555556;0,5277777778;0,52;0,5077777778
0,5384444444;0,5311111111;0,5277777778;0,5333333333;0,5272222222;0,5355555556;0,5277777778;0,52;0,5077777778;0,5233333333
0,5311111111;0,5277777778;0,5333333333;0,5272222222;0,5355555556;0,5277777778;0,52;0,5077777778;0,5233333333;0,5111111111
0,5277777778;0,5333333333;0,5272222222;0,5355555556;0,5277777778;0,52;0,5077777778;0,5233333333;0,5111111111;0,5266666667
0,5333333333;0,5272222222;0,5355555556;0,5277777778;0,52;0,5077777778;0,5233333333;0,5111111111;0,5266666667;0,53
0,5272222222;0,5355555556;0,5277777778;0,52;0,5077777778;0,5233333333;0,5111111111;0,5266666667;0,53;0,5455555556
0,5355555556;0,5277777778;0,52;0,5077777778;0,5233333333;0,5111111111;0,5266666667;0,53;0,5455555556;0,5644444444
0,5277777778;0,52;0,5077777778;0,5233333333;0,5111111111;0,5266666667;0,53;0,5455555556;0,5644444444;0,5833333333
0,52;0,5077777778;0,5233333333;0,5111111111;0,5266666667;0,53;0,5455555556;0,5644444444;0,5833333333;0,5766666667
0,5077777778;0,5233333333;0,5111111111;0,5266666667;0,53;0,5455555556;0,5644444444;0,5833333333;0,5766666667;0,5704444444
0,5233333333;0,5111111111;0,5266666667;0,53;0,5455555556;0,5644444444;0,5833333333;0,5766666667;0,5704444444;0,5656666667
0,5111111111;0,5266666667;0,53;0,5455555556;0,5644444444;0,5833333333;0,5766666667;0,5704444444;0,5656666667;0,5761111111
0,5266666667;0,53;0,5455555556;0,5644444444;0,5833333333;0,5766666667;0,5704444444;0,5656666667;0,5761111111;0,5811111111
0,53;0,5455555556;0,5644444444;0,5833333333;0,5766666667;0,5704444444;0,5656666667;0,5761111111;0,5811111111;0,5877777778
0,5455555556;0,5644444444;0,5833333333;0,5766666667;0,5704444444;0,5656666667;0,5761111111;0,5811111111;0,5877777778;0,5822222222
